110,100
120,100
130,100
140,100
150,100
160,100
170,100
180,100
190,100
200,100
210,100
220,100
230,100
240,100
250,100
260,100
270,100
280,100
290,100
300,100
310,100
320,100
330,100
340,100
350,100
360,100
370,100
380,100
390,100
400,100
410,100
420,100
430,100
430,110
430,120
430,130
430,140
430,150
430,160
430,170
430,180
430,190
430,200
430,210
430,220
430,230
430,240
430,250
420,250
410,250
400,250
390,250
380,250
370,250
360,250
350,250
340,250
330,250
330,240
330,230
330,220
330,210
330,200
330,190
330,180
320,180
310,180
300,180
290,180
280,180
270,180
260,180
250,180
240,180
240,190
240,200
240,210
240,220
240,230
240,240
240,250
240,260
240,270
240,280
240,290
240,300
240,310
240,320
240,330
240,340
240,350
240,360
240,370
240,380
240,390
240,400
240,410
240,420
240,430
250,430
260,430
270,430
280,430
290,430
300,430
310,430
320,430
330,430
330,420
340,420
340,410
350,410
350,400
360,400
360,390
370,390
370,380
380,380
380,370
390,370
390,360
400,360
400,350
410,350
410,340
420,340
420,330
430,330
430,320
440,320
440,310
450,310
450,300
460,300
470,300
480,300
490,300
500,300
510,300
520,300
530,300
540,300
550,300
550,290
550,280
550,270
550,260
550,250
550,240
550,230
550,220
550,210
550,200
550,190
550,180
550,170
550,160
550,150
550,140
550,130
550,120
550,110
550,100
560,100
570,100
580,100
590,100
600,100
610,100
620,100
630,100
640,100
650,100
650,110
650,120
650,130
650,140
650,150
650,160
650,170
650,180
650,190
650,200
650,210
650,220
650,230
650,240
650,250
650,260
650,270
650,280
650,290
650,300
650,310
650,320
650,330
650,340
650,350
650,360
650,370
650,380
640,380
630,380
620,380
610,380
600,380
590,380
580,380
570,380
560,380
550,380
540,380
530,380
520,380
520,390
510,390
510,400
500,400
500,410
490,410
490,420
480,420
480,430
470,430
470,440
460,440
460,450
450,450
450,460
440,460
440,470
430,470
430,480
420,480
420,490
410,490
410,500
400,500
400,510
390,510
380,510
370,510
360,510
350,510
340,510
330,510
320,510
310,510
300,510
290,510
280,510
270,510
260,510
250,510
240,510
230,510
220,510
210,510
200,510
190,510
180,510
170,510
160,510
150,510
140,510
130,510
120,510
110,510
110,500
110,490
110,480
110,470
110,460
110,450
110,440
110,430
110,420
110,410
110,400
110,390
110,380
110,370
110,360
110,350
110,340
110,330
110,320
110,310
110,300
110,290
110,280
110,270
110,260
110,250
110,240
110,230
110,220
110,210
110,200
110,190
110,180
110,170
110,160
110,150
110,140
110,130
110,120
110,110
110,100
120,100
130,100
140,100
150,100
160,100
170,100
140,160
150,160
150,170
160,170
160,180
170,180
170,190
180,190
180,200
190,200
190,210
200,210
200,220
210,220
150,220
150,210
160,210
160,200
170,200
170,190
180,190
180,180
190,180
190,170
200,170
200,160
210,160
210,150
350,160
350,170
350,180
350,190
350,200
350,210
350,220
350,230
350,240
360,240
370,240
380,240
390,240
400,240
410,240
420,240
420,230
420,220
420,210
420,200
420,190
420,180
420,170
420,160
420,150
420,140
410,140
400,140
390,140
380,140
370,140
360,140
350,140
340,140
340,150
340,160
